trial_id,participant_id,passage_id,domain,topic,source,disclosure_condition,trust_competence,trust_integrity,trust_benevolence,trust_overall,perceived_credibility,information_quality,fact_check_intention,source_guess_blind
T0799,AF0267,NEWS_04,news,East African Tech Startup Growth,human,blind,3.2,3.8,4.0,3.7,3.8,3.1,5.4,human
T0800,AF0267,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,6.2,6.6,6.0,6.1,6.2,6.4,2.2,N/A
T0801,AF0267,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.5,4.6,3.6,4.3,3.7,4.4,2.8,N/A
T0802,AF0268,NEWS_04,news,East African Tech Startup Growth,llm,blind,3.1,3.6,2.7,3.0,2.8,2.3,5.2,llm
T0803,AF0268,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.3,3.4,3.5,3.3,3.5,3.8,5.3,N/A
T0804,AF0268,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,2.9,2.3,2.7,3.0,3.3,3.5,5.6,N/A
T0805,AF0269,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.3,4.7,4.1,4.3,4.2,4.7,3.4,N/A
T0806,AF0269,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.6,4.4,4.3,4.6,4.7,5.0,3.4,N/A
T0807,AF0269,LEG_01,legal,African Court Land Rights,human,blind,3.9,4.0,3.4,3.8,3.4,3.8,5.0,llm
T0808,AF0270,NEWS_04,news,East African Tech Startup Growth,llm,blind,5.8,5.9,5.7,5.7,5.7,5.9,1.2,llm
T0809,AF0270,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.0,2.2,2.3,2.8,3.2,3.3,4.7,N/A
T0810,AF0270,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,1.8,1.5,1.7,1.5,1.0,1.4,5.4,N/A
T0811,AF0271,NEWS_01,news,African Union Climate Summit,human,disclosed,2.6,2.5,2.5,2.9,3.0,2.9,2.8,N/A
T0812,AF0271,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.3,5.1,4.9,4.9,5.4,5.4,3.1,N/A
T0813,AF0271,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.9,4.9,4.2,4.4,4.2,3.6,4.4,llm
T0814,AF0272,NEWS_04,news,East African Tech Startup Growth,llm,blind,4.5,4.4,4.4,4.6,4.3,4.6,2.7,llm
T0815,AF0272,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,4.1,4.1,4.3,4.0,4.3,4.6,3.2,N/A
T0816,AF0272,LEG_01,legal,African Court Land Rights,llm,disclosed,1.3,1.0,1.0,1.0,1.3,1.4,6.7,N/A
T0817,AF0273,NEWS_01,news,African Union Climate Summit,human,disclosed,4.7,4.3,4.1,4.4,4.2,4.4,4.0,N/A
T0818,AF0273,SCI_04,science,Off-Grid Solar Africa,human,disclosed,6.3,6.3,6.4,6.3,6.2,6.6,3.3,N/A
T0819,AF0273,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,3.3,3.7,3.0,3.4,3.5,3.1,5.5,human
T0820,AF0274,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,4.5,4.3,4.4,4.4,4.7,4.8,3.7,N/A
T0821,AF0274,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.5,3.1,3.3,3.2,3.2,3.2,3.8,N/A
T0822,AF0274,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,4.1,4.0,4.2,4.2,4.3,4.1,3.0,human
T0823,AF0275,NEWS_03,news,Sahel Drought Food Security,human,disclosed,4.5,4.3,4.4,4.4,4.5,4.4,2.7,N/A
T0824,AF0275,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.6,4.3,3.8,4.4,4.1,4.3,3.6,N/A
T0825,AF0275,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.2,4.3,4.0,4.3,4.1,5.1,3.7,human
T0826,AF0276,NEWS_03,news,Sahel Drought Food Security,llm,blind,5.8,6.1,6.1,6.0,6.1,6.1,1.7,llm
T0827,AF0276,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,4.1,4.2,4.1,4.1,4.2,4.3,4.5,N/A
T0828,AF0276,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,1.6,1.7,1.6,1.8,2.0,1.7,5.7,N/A
T0829,AF0277,NEWS_03,news,Sahel Drought Food Security,human,blind,4.6,4.8,4.1,4.6,4.8,4.1,3.4,llm
T0830,AF0277,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.4,4.9,4.7,4.3,4.6,4.8,2.8,N/A
T0831,AF0277,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.9,5.1,4.7,4.7,4.6,4.7,4.2,N/A
T0832,AF0278,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.9,3.6,3.6,3.7,3.9,3.5,4.4,N/A
T0833,AF0278,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.3,3.5,3.6,3.8,4.3,3.2,3.3,llm
T0834,AF0278,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.5,3.1,2.7,2.9,2.9,2.9,5.0,N/A
T0835,AF0279,NEWS_04,news,East African Tech Startup Growth,human,blind,4.8,4.3,4.0,4.2,4.3,4.1,3.1,human
T0836,AF0279,SCI_04,science,Off-Grid Solar Africa,human,disclosed,6.6,5.7,6.4,6.1,6.2,6.4,1.7,N/A
T0837,AF0279,LEG_01,legal,African Court Land Rights,human,disclosed,3.6,3.2,3.6,3.5,3.5,4.0,4.1,N/A
T0838,AF0280,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.1,3.3,3.1,3.3,2.8,3.6,5.7,N/A
T0839,AF0280,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,1.4,1.0,1.2,1.5,1.8,1.6,6.2,N/A
T0840,AF0280,LEG_04,legal,South Africa Mining Charter,llm,blind,6.3,6.4,5.4,5.9,5.7,5.8,1.3,human
T0841,AF0281,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.5,4.2,4.2,4.4,4.6,4.6,2.2,N/A
T0842,AF0281,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,6.0,5.9,5.5,5.6,5.6,6.6,2.0,llm
T0843,AF0281,LEG_01,legal,African Court Land Rights,human,disclosed,4.1,4.3,3.9,4.3,4.5,4.5,3.3,N/A
T0844,AF0282,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,4.9,4.1,3.7,4.1,4.2,4.1,5.1,N/A
T0845,AF0282,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,5.3,5.3,6.1,5.4,5.6,4.6,4.0,llm
T0846,AF0282,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.9,1.7,1.5,1.9,1.9,1.9,6.3,N/A
T0847,AF0283,NEWS_01,news,African Union Climate Summit,human,blind,3.4,3.3,3.4,3.4,3.6,3.5,5.2,llm
T0848,AF0283,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,5.8,5.0,5.8,5.6,5.1,5.6,1.0,N/A
T0849,AF0283,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.8,3.9,3.9,3.7,4.0,3.3,3.6,N/A
T0850,AF0284,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.0,3.6,3.3,3.3,3.3,3.5,4.6,N/A
T0851,AF0284,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,5.6,5.7,6.0,5.5,5.0,5.3,1.0,human
T0852,AF0284,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,5.0,4.5,4.7,4.7,4.4,4.3,2.3,N/A
T0853,AF0285,NEWS_01,news,African Union Climate Summit,human,blind,5.8,6.1,5.7,5.8,6.3,6.4,1.1,llm
T0854,AF0285,SCI_03,science,Nile Basin Water Stress,human,disclosed,6.3,6.2,6.6,6.3,5.9,6.6,1.0,N/A
T0855,AF0285,LEG_04,legal,South Africa Mining Charter,human,disclosed,3.4,3.4,3.5,3.5,3.7,3.8,3.5,N/A
T0856,AF0286,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.0,3.5,3.1,3.7,3.3,3.9,3.9,N/A
T0857,AF0286,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,4.6,4.5,4.8,4.3,3.9,4.1,2.2,N/A
T0858,AF0286,LEG_04,legal,South Africa Mining Charter,llm,blind,3.3,4.0,3.2,3.5,3.6,4.0,3.0,human
T0859,AF0287,NEWS_01,news,African Union Climate Summit,human,disclosed,4.7,4.7,4.0,4.3,4.4,4.3,3.8,N/A
T0860,AF0287,SCI_04,science,Off-Grid Solar Africa,human,disclosed,3.8,3.9,3.5,3.6,3.6,3.7,3.3,N/A
T0861,AF0287,LEG_04,legal,South Africa Mining Charter,human,blind,4.9,4.2,4.1,4.5,5.1,4.6,2.9,human
T0862,AF0288,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,4.1,3.9,4.0,4.1,4.1,3.5,2.0,N/A
T0863,AF0288,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,3.9,3.4,3.6,3.9,3.9,4.4,3.2,llm
T0864,AF0288,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.7,3.3,2.9,3.1,3.4,3.0,6.0,N/A
T0865,AF0289,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.6,5.3,5.4,5.3,5.5,5.3,2.3,N/A
T0866,AF0289,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.9,5.9,5.9,5.7,5.7,6.3,1.0,N/A
T0867,AF0289,LEG_04,legal,South Africa Mining Charter,human,blind,4.0,3.8,4.5,4.1,4.0,4.7,2.9,llm
T0868,AF0290,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,2.8,2.9,3.0,3.0,2.7,3.2,4.6,N/A
T0869,AF0290,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,4.8,4.5,5.4,5.1,4.9,5.6,3.3,llm
T0870,AF0290,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,4.5,4.3,4.1,4.1,4.2,3.9,4.3,N/A
T0871,AF0291,NEWS_01,news,African Union Climate Summit,human,disclosed,4.4,4.4,3.9,4.4,4.8,4.6,2.1,N/A
T0872,AF0291,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.0,4.5,4.6,4.9,5.1,4.9,2.4,N/A
T0873,AF0291,LEG_04,legal,South Africa Mining Charter,human,blind,3.3,3.4,3.5,3.0,2.7,2.8,4.6,llm
T0874,AF0292,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,2.6,2.3,1.7,2.2,2.3,2.6,3.9,N/A
T0875,AF0292,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.8,4.3,4.3,4.3,3.9,4.0,3.9,human
T0876,AF0292,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.4,2.8,2.2,2.4,2.4,2.2,5.5,N/A
T0877,AF0293,NEWS_01,news,African Union Climate Summit,human,disclosed,4.7,5.8,5.3,5.0,5.1,4.5,1.1,N/A
T0878,AF0293,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.7,4.1,4.3,4.5,4.5,4.4,2.8,human
T0879,AF0293,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.1,4.0,3.5,4.1,4.7,3.9,3.0,N/A
T0880,AF0294,NEWS_01,news,African Union Climate Summit,llm,blind,4.7,4.5,4.5,4.3,4.0,4.2,3.2,human
T0881,AF0294,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.8,3.6,3.6,3.5,3.6,3.6,5.0,N/A
T0882,AF0294,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.5,3.2,3.2,3.5,3.7,3.6,3.8,N/A
T0883,AF0295,NEWS_03,news,Sahel Drought Food Security,human,disclosed,4.9,5.0,4.2,4.8,4.7,5.3,3.9,N/A
T0884,AF0295,SCI_02,science,H3Africa Genomics Hypertension,human,blind,4.3,4.1,3.6,4.2,3.8,3.7,3.2,human
T0885,AF0295,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,3.6,4.1,3.9,3.7,3.7,3.8,3.1,N/A
T0886,AF0296,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.9,4.2,3.8,4.0,4.3,3.7,4.0,N/A
T0887,AF0296,SCI_03,science,Nile Basin Water Stress,llm,blind,4.9,4.2,4.5,4.7,5.1,4.8,1.0,llm
T0888,AF0296,LEG_01,legal,African Court Land Rights,llm,disclosed,3.9,3.8,4.2,3.6,2.9,3.4,5.9,N/A
T0889,AF0297,NEWS_03,news,Sahel Drought Food Security,human,disclosed,3.3,4.0,2.9,3.6,3.5,4.1,4.8,N/A
T0890,AF0297,SCI_03,science,Nile Basin Water Stress,human,disclosed,2.9,3.4,2.8,3.3,3.5,3.0,3.2,N/A
T0891,AF0297,LEG_01,legal,African Court Land Rights,human,blind,5.0,4.7,4.0,4.9,4.6,5.4,3.5,human
T0892,AF0298,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.1,2.5,2.9,2.7,2.7,3.8,5.0,N/A
T0893,AF0298,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,3.5,3.3,3.5,3.3,3.7,3.7,4.0,llm
T0894,AF0298,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.9,1.7,1.6,2.0,1.6,2.1,6.2,N/A
T0895,AF0299,NEWS_01,news,African Union Climate Summit,human,disclosed,5.3,5.0,5.6,5.4,6.1,6.1,2.7,N/A
T0896,AF0299,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.2,5.0,4.6,4.3,4.2,4.4,2.4,N/A
T0897,AF0299,LEG_04,legal,South Africa Mining Charter,human,blind,4.2,3.8,4.1,4.4,4.2,4.3,2.3,human
T0898,AF0300,NEWS_02,news,AfCFTA Trade Progress,llm,blind,3.8,3.8,3.7,3.7,3.2,3.9,5.2,llm
T0899,AF0300,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.8,3.4,4.1,3.6,3.3,3.8,4.6,N/A
T0900,AF0300,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.0,1.9,1.2,1.8,2.0,2.2,6.0,N/A
T0901,AF0301,NEWS_02,news,AfCFTA Trade Progress,human,blind,4.7,3.7,3.7,4.4,4.3,4.5,2.6,human
T0902,AF0301,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.6,4.9,4.1,4.6,4.4,4.4,2.5,N/A
T0903,AF0301,LEG_01,legal,African Court Land Rights,human,disclosed,4.3,4.3,3.7,3.9,4.1,4.2,2.9,N/A
T0904,AF0302,NEWS_01,news,African Union Climate Summit,llm,disclosed,1.0,1.4,1.2,1.1,1.0,1.4,7.0,N/A
T0905,AF0302,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.5,4.9,5.0,5.4,5.2,5.4,3.0,llm
T0906,AF0302,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.2,2.8,3.9,3.1,3.3,2.6,4.9,N/A
T0907,AF0303,NEWS_03,news,Sahel Drought Food Security,human,disclosed,3.4,3.8,3.2,3.5,3.5,3.6,3.1,N/A
T0908,AF0303,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,6.9,5.8,6.3,6.2,6.4,6.2,2.0,human
T0909,AF0303,LEG_01,legal,African Court Land Rights,human,disclosed,5.9,5.6,5.9,5.9,6.1,5.8,1.0,N/A
T0910,AF0304,NEWS_02,news,AfCFTA Trade Progress,llm,blind,4.9,4.1,4.6,4.8,4.9,4.8,2.1,human
T0911,AF0304,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.8,2.3,1.7,2.2,2.2,1.9,6.8,N/A
T0912,AF0304,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.7,3.7,2.7,3.2,2.9,3.8,4.1,N/A
T0913,AF0305,NEWS_01,news,African Union Climate Summit,human,disclosed,4.5,4.9,4.2,4.5,4.8,4.5,3.1,N/A
T0914,AF0305,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,3.6,3.5,2.9,3.3,3.8,3.2,4.5,N/A
T0915,AF0305,LEG_01,legal,African Court Land Rights,human,blind,3.6,3.6,3.3,3.6,3.8,3.1,4.9,llm
T0916,AF0306,NEWS_03,news,Sahel Drought Food Security,llm,blind,5.0,4.6,4.4,4.5,4.5,4.2,2.2,human
T0917,AF0306,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,2.5,3.6,3.1,3.0,3.1,2.9,4.0,N/A
T0918,AF0306,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.5,2.7,2.3,2.4,3.0,2.4,3.9,N/A
T0919,AF0307,NEWS_01,news,African Union Climate Summit,human,disclosed,6.0,5.4,5.6,5.8,5.8,5.3,1.9,N/A
T0920,AF0307,SCI_03,science,Nile Basin Water Stress,human,blind,3.9,4.5,4.0,4.1,3.7,3.9,2.5,human
T0921,AF0307,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.5,3.7,3.9,3.6,3.4,4.4,5.9,N/A
T0922,AF0308,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.8,3.8,3.3,3.3,3.2,3.5,6.7,N/A
T0923,AF0308,SCI_04,science,Off-Grid Solar Africa,llm,blind,3.8,3.6,3.9,3.8,3.8,3.5,2.2,human
T0924,AF0308,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,4.5,4.0,4.4,4.4,4.0,4.5,4.0,N/A
T0925,AF0309,NEWS_04,news,East African Tech Startup Growth,human,blind,4.1,4.0,4.1,4.1,4.5,4.3,4.5,human
T0926,AF0309,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.6,3.9,4.4,4.2,3.9,4.5,4.0,N/A
T0927,AF0309,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.3,4.7,3.9,4.3,4.5,4.3,4.6,N/A
T0928,AF0310,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.3,3.9,3.9,3.9,3.9,3.5,3.4,N/A
T0929,AF0310,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.6,2.6,2.5,2.5,2.1,2.4,5.7,N/A
T0930,AF0310,LEG_04,legal,South Africa Mining Charter,llm,blind,4.6,4.2,4.4,4.3,4.4,4.7,3.6,human
T0931,AF0311,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.1,4.8,4.2,4.9,5.3,4.7,2.3,N/A
T0932,AF0311,SCI_03,science,Nile Basin Water Stress,human,blind,4.3,4.3,4.4,4.2,4.0,4.8,3.9,llm
T0933,AF0311,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.2,4.9,4.0,4.9,5.4,4.9,1.9,N/A
T0934,AF0312,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,2.5,3.1,3.0,2.8,2.9,2.4,5.3,N/A
T0935,AF0312,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.5,3.9,3.2,3.3,3.2,3.1,5.1,N/A
T0936,AF0312,LEG_01,legal,African Court Land Rights,llm,blind,5.3,4.6,5.0,4.9,5.0,4.5,2.9,llm
T0937,AF0313,NEWS_04,news,East African Tech Startup Growth,human,disclosed,6.1,5.7,5.4,5.8,5.2,5.9,1.4,N/A
T0938,AF0313,SCI_03,science,Nile Basin Water Stress,human,blind,5.6,5.5,6.3,5.8,5.8,5.9,1.5,llm
T0939,AF0313,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.3,4.6,5.3,5.1,5.0,4.8,3.3,N/A
T0940,AF0314,NEWS_01,news,African Union Climate Summit,llm,blind,4.7,4.5,4.7,4.9,5.4,5.3,3.7,llm
T0941,AF0314,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.3,3.0,3.6,3.2,3.5,3.3,6.5,N/A
T0942,AF0314,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.0,1.7,1.4,1.7,1.6,2.0,6.5,N/A
T0943,AF0315,NEWS_03,news,Sahel Drought Food Security,human,blind,4.6,5.1,5.6,5.3,5.7,5.5,4.0,llm
T0944,AF0315,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.8,4.5,4.7,4.6,3.8,4.3,3.6,N/A
T0945,AF0315,LEG_01,legal,African Court Land Rights,human,disclosed,5.1,4.9,4.5,4.6,4.8,5.3,3.0,N/A
T0946,AF0316,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.7,4.7,4.9,4.6,4.2,4.3,3.3,N/A
T0947,AF0316,SCI_04,science,Off-Grid Solar Africa,llm,blind,4.3,4.4,3.9,4.3,4.8,4.1,3.9,human
T0948,AF0316,LEG_01,legal,African Court Land Rights,llm,disclosed,2.7,2.3,1.3,2.1,1.5,2.2,6.7,N/A
T0949,AF0317,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.1,4.6,5.0,5.1,5.1,5.1,2.3,N/A
T0950,AF0317,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,3.7,4.4,4.2,3.9,3.9,4.0,4.1,human
T0951,AF0317,LEG_01,legal,African Court Land Rights,human,disclosed,5.0,5.1,5.9,5.4,4.9,5.1,2.9,N/A
T0952,AF0318,NEWS_02,news,AfCFTA Trade Progress,llm,blind,5.2,4.8,4.9,4.7,4.4,5.0,3.3,llm
T0953,AF0318,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.9,4.4,3.5,3.9,4.0,3.3,2.6,N/A
T0954,AF0318,LEG_01,legal,African Court Land Rights,llm,disclosed,1.8,1.8,1.3,1.7,1.4,1.4,6.5,N/A
T0955,AF0319,NEWS_03,news,Sahel Drought Food Security,human,disclosed,3.6,3.8,3.2,3.8,3.3,4.3,2.5,N/A
T0956,AF0319,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.5,5.0,4.2,4.2,4.3,4.6,3.6,N/A
T0957,AF0319,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,5.1,5.3,4.9,5.1,5.1,5.0,3.3,llm
T0958,AF0320,NEWS_02,news,AfCFTA Trade Progress,llm,blind,3.2,3.4,3.1,3.0,3.1,3.0,4.1,human
T0959,AF0320,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.6,2.4,3.3,3.3,3.2,3.7,4.9,N/A
T0960,AF0320,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.8,2.9,3.0,3.3,3.4,3.5,5.3,N/A
T0961,AF0321,NEWS_03,news,Sahel Drought Food Security,human,disclosed,5.2,4.6,5.0,4.8,4.9,5.4,3.2,N/A
T0962,AF0321,SCI_03,science,Nile Basin Water Stress,human,blind,4.4,4.6,4.6,4.5,5.3,4.2,2.5,llm
T0963,AF0321,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.3,4.3,4.3,4.4,4.9,4.5,3.6,N/A
T0964,AF0322,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,4.0,4.1,3.8,3.9,3.9,3.7,3.5,N/A
T0965,AF0322,SCI_04,science,Off-Grid Solar Africa,llm,blind,4.5,4.7,4.2,4.5,4.8,4.7,2.9,llm
T0966,AF0322,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.1,3.0,2.9,3.0,3.1,3.1,5.5,N/A
T0967,AF0323,NEWS_04,news,East African Tech Startup Growth,human,blind,3.5,3.8,3.3,3.6,3.8,3.5,4.2,llm
T0968,AF0323,SCI_03,science,Nile Basin Water Stress,human,disclosed,4.5,4.8,4.7,4.6,4.6,4.4,3.9,N/A
T0969,AF0323,LEG_01,legal,African Court Land Rights,human,disclosed,6.2,6.2,5.7,6.2,6.0,6.6,1.4,N/A
T0970,AF0324,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,4.9,4.5,4.0,4.6,4.8,4.4,3.6,N/A
T0971,AF0324,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.4,5.5,5.1,5.2,5.3,5.2,4.0,llm
T0972,AF0324,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.5,2.3,1.8,2.5,2.2,2.4,5.3,N/A
T0973,AF0325,NEWS_01,news,African Union Climate Summit,human,blind,5.1,5.1,4.4,4.7,4.7,4.2,2.9,human
T0974,AF0325,SCI_03,science,Nile Basin Water Stress,human,disclosed,5.3,5.3,5.2,5.3,5.4,5.4,1.0,N/A
T0975,AF0325,LEG_01,legal,African Court Land Rights,human,disclosed,4.8,4.5,4.3,4.5,3.9,4.7,2.1,N/A
T0976,AF0326,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.8,3.3,3.1,3.4,3.9,3.8,4.1,N/A
T0977,AF0326,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,4.3,3.3,3.7,3.8,3.8,3.9,6.6,N/A
T0978,AF0326,LEG_02,legal,Kenya Data Protection Enforcement,llm,blind,3.7,3.6,3.8,3.8,4.3,3.4,4.6,llm
T0979,AF0327,NEWS_01,news,African Union Climate Summit,human,disclosed,3.9,4.3,4.3,4.3,4.2,4.8,4.4,N/A
T0980,AF0327,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,3.6,3.5,3.2,3.3,3.1,3.6,4.5,N/A
T0981,AF0327,LEG_01,legal,African Court Land Rights,human,blind,4.5,4.3,4.1,4.3,4.6,4.5,1.9,human
T0982,AF0328,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.4,3.5,3.2,3.4,4.3,3.1,4.6,N/A
T0983,AF0328,SCI_04,science,Off-Grid Solar Africa,llm,blind,5.5,5.0,4.6,5.0,5.3,4.8,3.1,human
T0984,AF0328,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.6,2.0,1.8,1.8,1.7,1.9,5.3,N/A
T0985,AF0329,NEWS_01,news,African Union Climate Summit,human,disclosed,5.6,4.7,5.4,5.3,5.3,5.0,4.1,N/A
T0986,AF0329,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.3,5.2,5.9,5.3,6.1,5.3,2.8,N/A
T0987,AF0329,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.2,3.8,4.1,3.7,4.3,3.7,4.1,llm
T0988,AF0330,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,1.7,1.5,1.0,1.6,2.0,1.9,6.0,N/A
T0989,AF0330,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.9,4.9,4.8,4.9,5.4,4.6,2.1,human
T0990,AF0330,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.2,3.2,2.9,3.1,3.2,3.6,3.9,N/A
T0991,AF0331,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,4.0,4.0,4.0,3.9,4.3,4.2,2.9,N/A
T0992,AF0331,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.3,4.2,3.8,4.1,4.2,4.1,2.4,llm
T0993,AF0331,LEG_01,legal,African Court Land Rights,human,disclosed,4.7,4.6,4.5,4.3,4.4,5.3,2.8,N/A
T0994,AF0332,NEWS_01,news,African Union Climate Summit,llm,blind,5.4,5.4,5.0,5.1,5.1,5.0,2.1,llm
T0995,AF0332,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,3.7,3.5,3.8,3.4,3.6,3.4,4.7,N/A
T0996,AF0332,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.7,1.4,1.5,1.4,1.7,1.9,6.4,N/A
T0997,AF0333,NEWS_01,news,African Union Climate Summit,human,disclosed,5.0,4.6,4.3,4.7,4.9,5.1,4.0,N/A
T0998,AF0333,SCI_04,science,Off-Grid Solar Africa,human,blind,2.0,1.9,1.9,2.0,2.3,2.1,5.8,human
